county,candidate,votes,precinct,office,district,party
COTTLE,Cuellar,0,ALL,President of the US,,OTH
COTTLE,DeLaCruz,0,ALL,President of the US,,OTH
COTTLE,Fox,0,ALL,President of the US,,OTH
COTTLE,Sonski,0,ALL,President of the US,,OTH
COTTLE,West,0,ALL,President of the US,,OTH
CRANE,Trump,1195,ALL,President of the US,,REP
CRANE,Harris,186,ALL,President of the US,,DEM
CRANE,Oliver,3,ALL,President of the US,,LIB
CRANE,Stein,3,ALL,President of the US,,GRN
CRANE,Ayyadurai,0,ALL,President of the US,,OTH
CRANE,Cuellar,0,ALL,President of the US,,OTH
CRANE,DeLaCruz,2,ALL,President of the US,,OTH
CRANE,Fox,0,ALL,President of the US,,OTH
CRANE,Sonski,0,ALL,President of the US,,OTH
CRANE,West,0,ALL,President of the US,,OTH
CROCKETT,Trump,1085,ALL,President of the US,,REP
CROCKETT,Harris,323,ALL,President of the US,,DEM
CROCKETT,Oliver,3,ALL,President of the US,,LIB
CROCKETT,Stein,4,ALL,President of the US,,GRN
CROCKETT,Ayyadurai,0,ALL,President of the US,,OTH
CROCKETT,Cuellar,0,ALL,President of the US,,OTH
CROCKETT,DeLaCruz,0,ALL,President of the US,,OTH
CROCKETT,Fox,0,ALL,President of the US,,OTH
CROCKETT,Sonski,0,ALL,President of the US,,OTH
CROCKETT,West,0,ALL,President of the US,,OTH
CROSBY,Trump,1416,ALL,President of the US,,REP
CROSBY,Harris,451,ALL,President of the US,,DEM
CROSBY,Oliver,10,ALL,President of the US,,LIB
CROSBY,Stein,3,ALL,President of the US,,GRN
CROSBY,Ayyadurai,0,ALL,President of the US,,OTH
CROSBY,Cuellar,0,ALL,President of the US,,OTH
CROSBY,DeLaCruz,0,ALL,President of the US,,OTH
CROSBY,Fox,0,ALL,President of the US,,OTH
CROSBY,Sonski,0,ALL,President of the US,,OTH
CROSBY,West,0,ALL,President of the US,,OTH
CULBERSON,Trump,451,ALL,President of the US,,REP
CULBERSON,Harris,319,ALL,President of the US,,DEM
CULBERSON,Oliver,10,ALL,President of the US,,LIB
CULBERSON,Stein,1,ALL,President of the US,,GRN
CULBERSON,Ayyadurai,0,ALL,President of the US,,OTH
CULBERSON,Cuellar,0,ALL,President of the US,,OTH
CULBERSON,DeLaCruz,0,ALL,President of the US,,OTH
CULBERSON,Fox,0,ALL,President of the US,,OTH
CULBERSON,Sonski,0,ALL,President of the US,,OTH
CULBERSON,West,0,ALL,President of the US,,OTH
DALLAM,Trump,1280,ALL,President of the US,,REP
DALLAM,Harris,152,ALL,President of the US,,DEM
DALLAM,Oliver,5,ALL,President of the US,,LIB
DALLAM,Stein,5,ALL,President of the US,,GRN
DALLAM,Ayyadurai,0,ALL,President of the US,,OTH
DALLAM,Cuellar,0,ALL,President of the US,,OTH
DALLAM,DeLaCruz,0,ALL,President of the US,,OTH
DALLAM,Fox,0,ALL,President of the US,,OTH
DALLAM,Sonski,0,ALL,President of the US,,OTH
DALLAM,West,0,ALL,President of the US,,OTH
DALLAS,Trump,319319,ALL,President of the US,,REP
DALLAS,Harris,503783,ALL,President of the US,,DEM
DALLAS,Oliver,6216,ALL,President of the US,,LIB
DALLAS,Stein,8891,ALL,President of the US,,GRN
DALLAS,Ayyadurai,17,ALL,President of the US,,OTH
DALLAS,Cuellar,5,ALL,President of the US,,OTH
DALLAS,DeLaCruz,231,ALL,President of the US,,OTH
DALLAS,Fox,2,ALL,President of the US,,OTH
DALLAS,Sonski,410,ALL,President of the US,,OTH
DALLAS,West,233,ALL,President of the US,,OTH
DAWSON,Trump,2808,ALL,President of the US,,REP
DAWSON,Harris,667,ALL,President of the US,,DEM
DAWSON,Oliver,24,ALL,President of the US,,LIB
DAWSON,Stein,10,ALL,President of the US,,GRN
DAWSON,Ayyadurai,0,ALL,President of the US,,OTH
DAWSON,Cuellar,0,ALL,President of the US,,OTH
DAWSON,DeLaCruz,1,ALL,President of the US,,OTH
DAWSON,Fox,0,ALL,President of the US,,OTH
DAWSON,Sonski,1,ALL,President of the US,,OTH
DAWSON,West,0,ALL,President of the US,,OTH
DEAF SMITH,Trump,3228,ALL,President of the US,,REP
DEAF SMITH,Harris,1013,ALL,President of the US,,DEM
DEAF SMITH,Oliver,19,ALL,President of the US,,LIB
DEAF SMITH,Stein,15,ALL,President of the US,,GRN
DEAF SMITH,Ayyadurai,0,ALL,President of the US,,OTH
DEAF SMITH,Cuellar,0,ALL,President of the US,,OTH
DEAF SMITH,DeLaCruz,0,ALL,President of the US,,OTH
DEAF SMITH,Fox,0,ALL,President of the US,,OTH
DEAF SMITH,Sonski,0,ALL,President of the US,,OTH
DEAF SMITH,West,0,ALL,President of the US,,OTH
DELTA,Trump,2250,ALL,President of the US,,REP
DELTA,Harris,397,ALL,President of the US,,DEM
DELTA,Oliver,8,ALL,President of the US,,LIB
DELTA,Stein,3,ALL,President of the US,,GRN
DELTA,Ayyadurai,0,ALL,President of the US,,OTH
DELTA,Cuellar,0,ALL,President of the US,,OTH
DELTA,DeLaCruz,0,ALL,President of the US,,OTH
DELTA,Fox,0,ALL,President of the US,,OTH
DELTA,Sonski,0,ALL,President of the US,,OTH
DELTA,West,0,ALL,President of the US,,OTH
DENTON,Trump,249304,ALL,President of the US,,REP
DENTON,Harris,189949,ALL,President of the US,,DEM
DENTON,Oliver,3081,ALL,President of the US,,LIB
DENTON,Stein,3585,ALL,President of the US,,GRN
DENTON,Ayyadurai,14,ALL,President of the US,,OTH
DENTON,Cuellar,5,ALL,President of the US,,OTH
DENTON,DeLaCruz,115,ALL,President of the US,,OTH
DENTON,Fox,5,ALL,President of the US,,OTH
DENTON,Sonski,217,ALL,President of the US,,OTH
DENTON,West,98,ALL,President of the US,,OTH
DEWITT,Trump,6444,ALL,President of the US,,REP
DEWITT,Harris,1262,ALL,President of the US,,DEM
DEWITT,Oliver,24,ALL,President of the US,,LIB
DEWITT,Stein,15,ALL,President of the US,,GRN
DEWITT,Ayyadurai,1,ALL,President of the US,,OTH
DEWITT,Cuellar,0,ALL,President of the US,,OTH
DEWITT,DeLaCruz,0,ALL,President of the US,,OTH
DEWITT,Fox,0,ALL,President of the US,,OTH
DEWITT,Sonski,0,ALL,President of the US,,OTH
DEWITT,West,0,ALL,President of the US,,OTH
DICKENS,Trump,843,ALL,President of the US,,REP
DICKENS,Harris,146,ALL,President of the US,,DEM
DICKENS,Oliver,2,ALL,President of the US,,LIB
DICKENS,Stein,1,ALL,President of the US,,GRN
DICKENS,Ayyadurai,0,ALL,President of the US,,OTH
DICKENS,Cuellar,0,ALL,President of the US,,OTH
DICKENS,DeLaCruz,0,ALL,President of the US,,OTH
DICKENS,Fox,0,ALL,President of the US,,OTH
DICKENS,Sonski,0,ALL,President of the US,,OTH
DICKENS,West,0,ALL,President of the US,,OTH
DIMMIT,Trump,1648,ALL,President of the US,,REP
DIMMIT,Harris,1750,ALL,President of the US,,DEM
DIMMIT,Oliver,4,ALL,President of the US,,LIB
DIMMIT,Stein,4,ALL,President of the US,,GRN
DIMMIT,Ayyadurai,0,ALL,President of the US,,OTH
DIMMIT,Cuellar,0,ALL,President of the US,,OTH
DIMMIT,DeLaCruz,0,ALL,President of the US,,OTH
DIMMIT,Fox,0,ALL,President of the US,,OTH
DIMMIT,Sonski,0,ALL,President of the US,,OTH
DIMMIT,West,0,ALL,President of the US,,OTH
DONLEY,Trump,1492,ALL,President of the US,,REP
DONLEY,Harris,174,ALL,President of the US,,DEM
DONLEY,Oliver,8,ALL,President of the US,,LIB
DONLEY,Stein,18,ALL,President of the US,,GRN
DONLEY,Ayyadurai,0,ALL,President of the US,,OTH
DONLEY,Cuellar,0,ALL,President of the US,,OTH
DONLEY,DeLaCruz,0,ALL,President of the US,,OTH
DONLEY,Fox,0,ALL,President of the US,,OTH
DONLEY,Sonski,0,ALL,President of the US,,OTH
DONLEY,West,0,ALL,President of the US,,OTH
DUVAL,Trump,2435,ALL,President of the US,,REP
DUVAL,Harris,1993,ALL,President of the US,,DEM
DUVAL,Oliver,13,ALL,President of the US,,LIB
DUVAL,Stein,6,ALL,President of the US,,GRN
DUVAL,Ayyadurai,0,ALL,President of the US,,OTH
DUVAL,Cuellar,0,ALL,President of the US,,OTH
DUVAL,DeLaCruz,0,ALL,President of the US,,OTH
DUVAL,Fox,0,ALL,President of the US,,OTH
DUVAL,Sonski,0,ALL,President of the US,,OTH
DUVAL,West,0,ALL,President of the US,,OTH
EASTLAND,Trump,7397,ALL,President of the US,,REP
EASTLAND,Harris,918,ALL,President of the US,,DEM
EASTLAND,Oliver,27,ALL,President of the US,,LIB
EASTLAND,Stein,21,ALL,President of the US,,GRN
EASTLAND,Ayyadurai,0,ALL,President of the US,,OTH
EASTLAND,Cuellar,0,ALL,President of the US,,OTH
EASTLAND,DeLaCruz,0,ALL,President of the US,,OTH
EASTLAND,Fox,0,ALL,President of the US,,OTH
EASTLAND,Sonski,0,ALL,President of the US,,OTH
EASTLAND,West,0,ALL,President of the US,,OTH
ECTOR,Trump,32418,ALL,President of the US,,REP
ECTOR,Harris,9876,ALL,President of the US,,DEM
ECTOR,Oliver,190,ALL,President of the US,,LIB
ECTOR,Stein,115,ALL,President of the US,,GRN
ECTOR,Ayyadurai,0,ALL,President of the US,,OTH
ECTOR,Cuellar,0,ALL,President of the US,,OTH
ECTOR,DeLaCruz,0,ALL,President of the US,,OTH
ECTOR,Fox,0,ALL,President of the US,,OTH
ECTOR,Sonski,0,ALL,President of the US,,OTH
ECTOR,West,0,ALL,President of the US,,OTH
EDWARDS,Trump,867,ALL,President of the US,,REP
EDWARDS,Harris,133,ALL,President of the US,,DEM
EDWARDS,Oliver,1,ALL,President of the US,,LIB
EDWARDS,Stein,2,ALL,President of the US,,GRN
EDWARDS,Ayyadurai,0,ALL,President of the US,,OTH
EDWARDS,Cuellar,0,ALL,President of the US,,OTH
EDWARDS,DeLaCruz,0,ALL,President of the US,,OTH
EDWARDS,Fox,0,ALL,President of the US,,OTH
EDWARDS,Sonski,0,ALL,President of the US,,OTH
EDWARDS,West,0,ALL,President of the US,,OTH
ELLIS,Trump,64706,ALL,President of the US,,REP
ELLIS,Harris,33799,ALL,President of the US,,DEM
ELLIS,Oliver,521,ALL,President of the US,,LIB
ELLIS,Stein,351,ALL,President of the US,,GRN
ELLIS,Ayyadurai,3,ALL,President of the US,,OTH
ELLIS,Cuellar,0,ALL,President of the US,,OTH
ELLIS,DeLaCruz,17,ALL,President of the US,,OTH
ELLIS,Fox,0,ALL,President of the US,,OTH
ELLIS,Sonski,36,ALL,President of the US,,OTH
ELLIS,West,16,ALL,President of the US,,OTH
EL PASO,Trump,104966,ALL,President of the US,,REP
EL PASO,Harris,142879,ALL,President of the US,,DEM
EL PASO,Oliver,1452,ALL,President of the US,,LIB
EL PASO,Stein,1625,ALL,President of the US,,GRN
EL PASO,Ayyadurai,10,ALL,President of the US,,OTH
EL PASO,Cuellar,2,ALL,President of the US,,OTH
EL PASO,DeLaCruz,66,ALL,President of the US,,OTH
EL PASO,Fox,0,ALL,President of the US,,OTH
EL PASO,Sonski,55,ALL,President of the US,,OTH
EL PASO,West,59,ALL,President of the US,,OTH
ERATH,Trump,15334,ALL,President of the US,,REP
ERATH,Harris,2866,ALL,President of the US,,DEM
ERATH,Oliver,95,ALL,President of the US,,LIB
ERATH,Stein,34,ALL,President of the US,,GRN
ERATH,Ayyadurai,50,ALL,President of the US,,OTH
ERATH,Cuellar,0,ALL,President of the US,,OTH
ERATH,DeLaCruz,0,ALL,President of the US,,OTH
ERATH,Fox,0,ALL,President of the US,,OTH
ERATH,Sonski,0,ALL,President of the US,,OTH
ERATH,West,0,ALL,President of the US,,OTH
FALLS,Trump,4518,ALL,President of the US,,REP
FALLS,Harris,1709,ALL,President of the US,,DEM
FALLS,Oliver,18,ALL,President of the US,,LIB
FALLS,Stein,25,ALL,President of the US,,GRN
FALLS,Ayyadurai,1,ALL,President of the US,,OTH
FALLS,Cuellar,0,ALL,President of the US,,OTH
FALLS,DeLaCruz,0,ALL,President of the US,,OTH
FALLS,Fox,0,ALL,President of the US,,OTH
FALLS,Sonski,0,ALL,President of the US,,OTH
FALLS,West,0,ALL,President of the US,,OTH
FANNIN,Trump,13633,ALL,President of the US,,REP
FANNIN,Harris,2602,ALL,President of the US,,DEM
FANNIN,Oliver,81,ALL,President of the US,,LIB
FANNIN,Stein,48,ALL,President of the US,,GRN
FANNIN,Ayyadurai,1,ALL,President of the US,,OTH
FANNIN,Cuellar,0,ALL,President of the US,,OTH
FANNIN,DeLaCruz,1,ALL,President of the US,,OTH
FANNIN,Fox,0,ALL,President of the US,,OTH
FANNIN,Sonski,7,ALL,President of the US,,OTH
FANNIN,West,1,ALL,President of the US,,OTH
FAYETTE,Trump,10684,ALL,President of the US,,REP
FAYETTE,Harris,2510,ALL,President of the US,,DEM
FAYETTE,Oliver,76,ALL,President of the US,,LIB
FAYETTE,Stein,37,ALL,President of the US,,GRN
FAYETTE,Ayyadurai,0,ALL,President of the US,,OTH
FAYETTE,Cuellar,0,ALL,President of the US,,OTH
FAYETTE,DeLaCruz,1,ALL,President of the US,,OTH
FAYETTE,Fox,0,ALL,President of the US,,OTH
FAYETTE,Sonski,2,ALL,President of the US,,OTH
FAYETTE,West,1,ALL,President of the US,,OTH
FISHER,Trump,1487,ALL,President of the US,,REP
FISHER,Harris,330,ALL,President of the US,,DEM
FISHER,Oliver,10,ALL,President of the US,,LIB
FISHER,Stein,2,ALL,President of the US,,GRN
FISHER,Ayyadurai,0,ALL,President of the US,,OTH
FISHER,Cuellar,0,ALL,President of the US,,OTH
FISHER,DeLaCruz,0,ALL,President of the US,,OTH
FISHER,Fox,0,ALL,President of the US,,OTH
FISHER,Sonski,0,ALL,President of the US,,OTH
FISHER,West,1,ALL,President of the US,,OTH
FLOYD,Trump,1715,ALL,President of the US,,REP
FLOYD,Harris,358,ALL,President of the US,,DEM
FLOYD,Oliver,11,ALL,President of the US,,LIB
FLOYD,Stein,5,ALL,President of the US,,GRN
FLOYD,Ayyadurai,1,ALL,President of the US,,OTH
FLOYD,Cuellar,0,ALL,President of the US,,OTH
FLOYD,DeLaCruz,0,ALL,President of the US,,OTH
FLOYD,Fox,0,ALL,President of the US,,OTH
FLOYD,Sonski,0,ALL,President of the US,,OTH
FLOYD,West,0,ALL,President of the US,,OTH
FOARD,Trump,448,ALL,President of the US,,REP
FOARD,Harris,92,ALL,President of the US,,DEM
FOARD,Oliver,3,ALL,President of the US,,LIB
FOARD,Stein,2,ALL,President of the US,,GRN
FOARD,Ayyadurai,0,ALL,President of the US,,OTH
FOARD,Cuellar,0,ALL,President of the US,,OTH
FOARD,DeLaCruz,0,ALL,President of the US,,OTH
FOARD,Fox,0,ALL,President of the US,,OTH
FOARD,Sonski,0,ALL,President of the US,,OTH
FOARD,West,0,ALL,President of the US,,OTH
FORT BEND,Trump,173114,ALL,President of the US,,REP
FORT BEND,Harris,178134,ALL,President of the US,,DEM
FORT BEND,Oliver,1917,ALL,President of the US,,LIB
FORT BEND,Stein,7405,ALL,President of the US,,GRN
FORT BEND,Ayyadurai,1,ALL,President of the US,,OTH
FORT BEND,Cuellar,0,ALL,President of the US,,OTH
FORT BEND,DeLaCruz,0,ALL,President of the US,,OTH
FORT BEND,Fox,0,ALL,President of the US,,OTH
FORT BEND,Sonski,6,ALL,President of the US,,OTH
FORT BEND,West,3,ALL,President of the US,,OTH
FRANKLIN,Trump,4461,ALL,President of the US,,REP
FRANKLIN,Harris,809,ALL,President of the US,,DEM
FRANKLIN,Oliver,17,ALL,President of the US,,LIB
FRANKLIN,Stein,7,ALL,President of the US,,GRN
FRANKLIN,Ayyadurai,0,ALL,President of the US,,OTH
FRANKLIN,Cuellar,0,ALL,President of the US,,OTH
FRANKLIN,DeLaCruz,0,ALL,President of the US,,OTH
FRANKLIN,Fox,0,ALL,President of the US,,OTH
FRANKLIN,Sonski,0,ALL,President of the US,,OTH
FRANKLIN,West,1,ALL,President of the US,,OTH
FREESTONE,Trump,7472,ALL,President of the US,,REP
FREESTONE,Harris,1487,ALL,President of the US,,DEM
FREESTONE,Oliver,36,ALL,President of the US,,LIB
FREESTONE,Stein,9,ALL,President of the US,,GRN
FREESTONE,Ayyadurai,0,ALL,President of the US,,OTH
FREESTONE,Cuellar,0,ALL,President of the US,,OTH
FREESTONE,DeLaCruz,0,ALL,President of the US,,OTH
FREESTONE,Fox,0,ALL,President of the US,,OTH
FREESTONE,Sonski,0,ALL,President of the US,,OTH
FREESTONE,West,0,ALL,President of the US,,OTH
FRIO,Trump,3038,ALL,President of the US,,REP
FRIO,Harris,1844,ALL,President of the US,,DEM
FRIO,Oliver,15,ALL,President of the US,,LIB
FRIO,Stein,10,ALL,President of the US,,GRN
FRIO,Ayyadurai,6,ALL,President of the US,,OTH
FRIO,Cuellar,6,ALL,President of the US,,OTH
FRIO,DeLaCruz,0,ALL,President of the US,,OTH
FRIO,Fox,0,ALL,President of the US,,OTH
FRIO,Sonski,0,ALL,President of the US,,OTH
FRIO,West,0,ALL,President of the US,,OTH
GAINES,Trump,5840,ALL,President of the US,,REP
GAINES,Harris,538,ALL,President of the US,,DEM
GAINES,Oliver,22,ALL,President of the US,,LIB
GAINES,Stein,16,ALL,President of the US,,GRN
GAINES,Ayyadurai,0,ALL,President of the US,,OTH
GAINES,Cuellar,0,ALL,President of the US,,OTH
GAINES,DeLaCruz,0,ALL,President of the US,,OTH
GAINES,Fox,0,ALL,President of the US,,OTH
GAINES,Sonski,0,ALL,President of the US,,OTH
GAINES,West,0,ALL,President of the US,,OTH
GALVESTON,Trump,100074,ALL,President of the US,,REP
GALVESTON,Harris,56520,ALL,President of the US,,DEM
GALVESTON,Oliver,994,ALL,President of the US,,LIB
GALVESTON,Stein,904,ALL,President of the US,,GRN
GALVESTON,Ayyadurai,4,ALL,President of the US,,OTH
GALVESTON,Cuellar,0,ALL,President of the US,,OTH
GALVESTON,DeLaCruz,15,ALL,President of the US,,OTH
GALVESTON,Fox,0,ALL,President of the US,,OTH
GALVESTON,Sonski,28,ALL,President of the US,,OTH
GALVESTON,West,16,ALL,President of the US,,OTH
GARZA,Trump,1374,ALL,President of the US,,REP
GARZA,Harris,213,ALL,President of the US,,DEM
GARZA,Oliver,9,ALL,President of the US,,LIB
GARZA,Stein,3,ALL,President of the US,,GRN
GARZA,Ayyadurai,0,ALL,President of the US,,OTH
GARZA,Cuellar,0,ALL,President of the US,,OTH
GARZA,DeLaCruz,0,ALL,President of the US,,OTH
GARZA,Fox,0,ALL,President of the US,,OTH
GARZA,Sonski,0,ALL,President of the US,,OTH
GARZA,West,0,ALL,President of the US,,OTH
GILLESPIE,Trump,13175,ALL,President of the US,,REP
GILLESPIE,Harris,3149,ALL,President of the US,,DEM
GILLESPIE,Oliver,91,ALL,President of the US,,LIB
GILLESPIE,Stein,29,ALL,President of the US,,GRN
GILLESPIE,Ayyadurai,1,ALL,President of the US,,OTH
GILLESPIE,Cuellar,0,ALL,President of the US,,OTH
GILLESPIE,DeLaCruz,0,ALL,President of the US,,OTH
GILLESPIE,Fox,0,ALL,President of the US,,OTH
GILLESPIE,Sonski,7,ALL,President of the US,,OTH
GILLESPIE,West,2,ALL,President of the US,,OTH
GLASSCOCK,Trump,623,ALL,President of the US,,REP
GLASSCOCK,Harris,38,ALL,President of the US,,DEM
GLASSCOCK,Oliver,2,ALL,President of the US,,LIB
GLASSCOCK,Stein,0,ALL,President of the US,,GRN
GLASSCOCK,Ayyadurai,0,ALL,President of the US,,OTH
GLASSCOCK,Cuellar,0,ALL,President of the US,,OTH
GLASSCOCK,DeLaCruz,0,ALL,President of the US,,OTH
GLASSCOCK,Fox,0,ALL,President of the US,,OTH
GLASSCOCK,Sonski,0,ALL,President of the US,,OTH
GLASSCOCK,West,0,ALL,President of the US,,OTH
GOLIAD,Trump,3177,ALL,President of the US,,REP
GOLIAD,Harris,778,ALL,President of the US,,DEM
GOLIAD,Oliver,16,ALL,President of the US,,LIB
GOLIAD,Stein,12,ALL,President of the US,,GRN
GOLIAD,Ayyadurai,1,ALL,President of the US,,OTH
GOLIAD,Cuellar,1,ALL,President of the US,,OTH
GOLIAD,DeLaCruz,0,ALL,President of the US,,OTH
GOLIAD,Fox,0,ALL,President of the US,,OTH
GOLIAD,Sonski,0,ALL,President of the US,,OTH
GOLIAD,West,1,ALL,President of the US,,OTH
GONZALES,Trump,5980,ALL,President of the US,,REP
GONZALES,Harris,1728,ALL,President of the US,,DEM
GONZALES,Oliver,28,ALL,President of the US,,LIB
GONZALES,Stein,17,ALL,President of the US,,GRN
GONZALES,Ayyadurai,0,ALL,President of the US,,OTH
GONZALES,Cuellar,0,ALL,President of the US,,OTH
GONZALES,DeLaCruz,0,ALL,President of the US,,OTH
GONZALES,Fox,0,ALL,President of the US,,OTH
GONZALES,Sonski,0,ALL,President of the US,,OTH
GONZALES,West,0,ALL,President of the US,,OTH
GRAY,Trump,6688,ALL,President of the US,,REP
GRAY,Harris,845,ALL,President of the US,,DEM
GRAY,Oliver,31,ALL,President of the US,,LIB
GRAY,Stein,13,ALL,President of the US,,GRN
GRAY,Ayyadurai,0,ALL,President of the US,,OTH
GRAY,Cuellar,0,ALL,President of the US,,OTH
GRAY,DeLaCruz,0,ALL,President of the US,,OTH
GRAY,Fox,0,ALL,President of the US,,OTH
GRAY,Sonski,0,ALL,President of the US,,OTH
GRAY,West,0,ALL,President of the US,,OTH
GRAYSON,Trump,50468,ALL,President of the US,,REP
GRAYSON,Harris,14754,ALL,President of the US,,DEM
GRAYSON,Oliver,342,ALL,President of the US,,LIB
GRAYSON,Stein,187,ALL,President of the US,,GRN
GRAYSON,Ayyadurai,2,ALL,President of the US,,OTH
GRAYSON,Cuellar,0,ALL,President of the US,,OTH
GRAYSON,DeLaCruz,5,ALL,President of the US,,OTH
GRAYSON,Fox,0,ALL,President of the US,,OTH
GRAYSON,Sonski,20,ALL,President of the US,,OTH
GRAYSON,West,0,ALL,President of the US,,OTH
GREGG,Trump,32829,ALL,President of the US,,REP
GREGG,Harris,13115,ALL,President of the US,,DEM
GREGG,Oliver,248,ALL,President of the US,,LIB
GREGG,Stein,130,ALL,President of the US,,GRN
GREGG,Ayyadurai,0,ALL,President of the US,,OTH
GREGG,Cuellar,0,ALL,President of the US,,OTH
GREGG,DeLaCruz,1,ALL,President of the US,,OTH
GREGG,Fox,0,ALL,President of the US,,OTH
GREGG,Sonski,31,ALL,President of the US,,OTH
GREGG,West,6,ALL,President of the US,,OTH
GRIMES,Trump,11175,ALL,President of the US,,REP
GRIMES,Harris,2731,ALL,President of the US,,DEM
GRIMES,Oliver,72,ALL,President of the US,,LIB
GRIMES,Stein,40,ALL,President of the US,,GRN
GRIMES,Ayyadurai,0,ALL,President of the US,,OTH
GRIMES,Cuellar,0,ALL,President of the US,,OTH
GRIMES,DeLaCruz,1,ALL,President of the US,,OTH
GRIMES,Fox,0,ALL,President of the US,,OTH
GRIMES,Sonski,7,ALL,President of the US,,OTH
GRIMES,West,0,ALL,President of the US,,OTH
GUADALUPE,Trump,54498,ALL,President of the US,,REP
GUADALUPE,Harris,29425,ALL,President of the US,,DEM
GUADALUPE,Oliver,520,ALL,President of the US,,LIB
GUADALUPE,Stein,305,ALL,President of the US,,GRN
GUADALUPE,Ayyadurai,1,ALL,President of the US,,OTH
GUADALUPE,Cuellar,0,ALL,President of the US,,OTH
GUADALUPE,DeLaCruz,8,ALL,President of the US,,OTH
GUADALUPE,Fox,0,ALL,President of the US,,OTH
GUADALUPE,Sonski,24,ALL,President of the US,,OTH
GUADALUPE,West,4,ALL,President of the US,,OTH
HALE,Trump,7269,ALL,President of the US,,REP
HALE,Harris,1899,ALL,President of the US,,DEM
HALE,Oliver,57,ALL,President of the US,,LIB
HALE,Stein,35,ALL,President of the US,,GRN
HALE,Ayyadurai,0,ALL,President of the US,,OTH
HALE,Cuellar,0,ALL,President of the US,,OTH
HALE,DeLaCruz,0,ALL,President of the US,,OTH
HALE,Fox,0,ALL,President of the US,,OTH
HALE,Sonski,0,ALL,President of the US,,OTH
HALE,West,0,ALL,President of the US,,OTH
HALL,Trump,989,ALL,President of the US,,REP
HALL,Harris,149,ALL,President of the US,,DEM
HALL,Oliver,5,ALL,President of the US,,LIB
HALL,Stein,3,ALL,President of the US,,GRN
HALL,Ayyadurai,0,ALL,President of the US,,OTH
HALL,Cuellar,0,ALL,President of the US,,OTH
HALL,DeLaCruz,0,ALL,President of the US,,OTH
HALL,Fox,0,ALL,President of the US,,OTH
HALL,Sonski,0,ALL,President of the US,,OTH
HALL,West,0,ALL,President of the US,,OTH
HAMILTON,Trump,3801,ALL,President of the US,,REP
HAMILTON,Harris,624,ALL,President of the US,,DEM
HAMILTON,Oliver,23,ALL,President of the US,,LIB
HAMILTON,Stein,7,ALL,President of the US,,GRN
HAMILTON,Ayyadurai,0,ALL,President of the US,,OTH
HAMILTON,Cuellar,0,ALL,President of the US,,OTH
HAMILTON,DeLaCruz,0,ALL,President of the US,,OTH
HAMILTON,Fox,0,ALL,President of the US,,OTH
HAMILTON,Sonski,1,ALL,President of the US,,OTH
HAMILTON,West,0,ALL,President of the US,,OTH
HANSFORD,Trump,1840,ALL,President of the US,,REP
HANSFORD,Harris,145,ALL,President of the US,,DEM
HANSFORD,Oliver,9,ALL,President of the US,,LIB
HANSFORD,Stein,2,ALL,President of the US,,GRN
HANSFORD,Ayyadurai,0,ALL,President of the US,,OTH
HANSFORD,Cuellar,0,ALL,President of the US,,OTH
HANSFORD,DeLaCruz,0,ALL,President of the US,,OTH
HANSFORD,Fox,0,ALL,President of the US,,OTH
HANSFORD,Sonski,0,ALL,President of the US,,OTH
HANSFORD,West,0,ALL,President of the US,,OTH
HARDEMAN,Trump,1210,ALL,President of the US,,REP
HARDEMAN,Harris,188,ALL,President of the US,,DEM
HARDEMAN,Oliver,3,ALL,President of the US,,LIB
HARDEMAN,Stein,4,ALL,President of the US,,GRN
HARDEMAN,Ayyadurai,0,ALL,President of the US,,OTH
HARDEMAN,Cuellar,0,ALL,President of the US,,OTH
HARDEMAN,DeLaCruz,0,ALL,President of the US,,OTH
HARDEMAN,Fox,0,ALL,President of the US,,OTH
HARDEMAN,Sonski,0,ALL,President of the US,,OTH
HARDEMAN,West,0,ALL,President of the US,,OTH
HARDIN,Trump,24669,ALL,President of the US,,REP
HARDIN,Harris,3336,ALL,President of the US,,DEM
HARDIN,Oliver,89,ALL,President of the US,,LIB
HARDIN,Stein,30,ALL,President of the US,,GRN
HARDIN,Ayyadurai,0,ALL,President of the US,,OTH
HARDIN,Cuellar,0,ALL,President of the US,,OTH
HARDIN,DeLaCruz,0,ALL,President of the US,,OTH
HARDIN,Fox,0,ALL,President of the US,,OTH
HARDIN,Sonski,0,ALL,President of the US,,OTH
HARDIN,West,0,ALL,President of the US,,OTH
HARRIS,Trump,720046,ALL,President of the US,,REP
HARRIS,Harris,802370,ALL,President of the US,,DEM
HARRIS,Oliver,9685,ALL,President of the US,,LIB
HARRIS,Stein,15031,ALL,President of the US,,GRN
HARRIS,Ayyadurai,19,ALL,President of the US,,OTH
HARRIS,Cuellar,5,ALL,President of the US,,OTH
HARRIS,DeLaCruz,359,ALL,President of the US,,OTH
HARRIS,Fox,2,ALL,President of the US,,OTH
HARRIS,Sonski,439,ALL,President of the US,,OTH
HARRIS,West,337,ALL,President of the US,,OTH
HARRISON,Trump,22610,ALL,President of the US,,REP
HARRISON,Harris,7334,ALL,President of the US,,DEM
HARRISON,Oliver,134,ALL,President of the US,,LIB
HARRISON,Stein,64,ALL,President of the US,,GRN
HARRISON,Ayyadurai,10,ALL,President of the US,,OTH
HARRISON,Cuellar,5,ALL,President of the US,,OTH
HARRISON,DeLaCruz,1,ALL,President of the US,,OTH
