county,candidate,votes,precinct,office,district,party
LYNN,West,0,ALL,President of the US,,OTH
MCCULLOCH,Trump,3024,ALL,President of the US,,REP
MCCULLOCH,Harris,454,ALL,President of the US,,DEM
MCCULLOCH,Oliver,17,ALL,President of the US,,LIB
MCCULLOCH,Stein,8,ALL,President of the US,,GRN
MCCULLOCH,Ayyadurai,0,ALL,President of the US,,OTH
MCCULLOCH,Cuellar,0,ALL,President of the US,,OTH
MCCULLOCH,DeLaCruz,0,ALL,President of the US,,OTH
MCCULLOCH,Fox,0,ALL,President of the US,,OTH
MCCULLOCH,Sonski,0,ALL,President of the US,,OTH
MCCULLOCH,West,0,ALL,President of the US,,OTH
MCLENNAN,Trump,64522,ALL,President of the US,,REP
MCLENNAN,Harris,33761,ALL,President of the US,,DEM
MCLENNAN,Oliver,695,ALL,President of the US,,LIB
MCLENNAN,Stein,324,ALL,President of the US,,GRN
MCLENNAN,Ayyadurai,0,ALL,President of the US,,OTH
MCLENNAN,Cuellar,2,ALL,President of the US,,OTH
MCLENNAN,DeLaCruz,36,ALL,President of the US,,OTH
MCLENNAN,Fox,1,ALL,President of the US,,OTH
MCLENNAN,Sonski,121,ALL,President of the US,,OTH
MCLENNAN,West,22,ALL,President of the US,,OTH
MCMULLEN,Trump,448,ALL,President of the US,,REP
MCMULLEN,Harris,37,ALL,President of the US,,DEM
MCMULLEN,Oliver,2,ALL,President of the US,,LIB
MCMULLEN,Stein,0,ALL,President of the US,,GRN
MCMULLEN,Ayyadurai,0,ALL,President of the US,,OTH
MCMULLEN,Cuellar,0,ALL,President of the US,,OTH
MCMULLEN,DeLaCruz,0,ALL,President of the US,,OTH
MCMULLEN,Fox,0,ALL,President of the US,,OTH
MCMULLEN,Sonski,0,ALL,President of the US,,OTH
MCMULLEN,West,0,ALL,President of the US,,OTH
MADISON,Trump,4495,ALL,President of the US,,REP
MADISON,Harris,960,ALL,President of the US,,DEM
MADISON,Oliver,17,ALL,President of the US,,LIB
MADISON,Stein,10,ALL,President of the US,,GRN
MADISON,Ayyadurai,0,ALL,President of the US,,OTH
MADISON,Cuellar,0,ALL,President of the US,,OTH
MADISON,DeLaCruz,0,ALL,President of the US,,OTH
MADISON,Fox,0,ALL,President of the US,,OTH
MADISON,Sonski,1,ALL,President of the US,,OTH
MADISON,West,0,ALL,President of the US,,OTH
MARION,Trump,3550,ALL,President of the US,,REP
MARION,Harris,1094,ALL,President of the US,,DEM
MARION,Oliver,18,ALL,President of the US,,LIB
MARION,Stein,18,ALL,President of the US,,GRN
MARION,Ayyadurai,0,ALL,President of the US,,OTH
MARION,Cuellar,0,ALL,President of the US,,OTH
MARION,DeLaCruz,0,ALL,President of the US,,OTH
MARION,Fox,0,ALL,President of the US,,OTH
MARION,Sonski,0,ALL,President of the US,,OTH
MARION,West,0,ALL,President of the US,,OTH
MARTIN,Trump,1825,ALL,President of the US,,REP
MARTIN,Harris,247,ALL,President of the US,,DEM
MARTIN,Oliver,7,ALL,President of the US,,LIB
MARTIN,Stein,4,ALL,President of the US,,GRN
MARTIN,Ayyadurai,0,ALL,President of the US,,OTH
MARTIN,Cuellar,0,ALL,President of the US,,OTH
MARTIN,DeLaCruz,0,ALL,President of the US,,OTH
MARTIN,Fox,0,ALL,President of the US,,OTH
MARTIN,Sonski,0,ALL,President of the US,,OTH
MARTIN,West,0,ALL,President of the US,,OTH
MASON,Trump,2076,ALL,President of the US,,REP
MASON,Harris,434,ALL,President of the US,,DEM
MASON,Oliver,12,ALL,President of the US,,LIB
MASON,Stein,4,ALL,President of the US,,GRN
MASON,Ayyadurai,1,ALL,President of the US,,OTH
MASON,Cuellar,0,ALL,President of the US,,OTH
MASON,DeLaCruz,0,ALL,President of the US,,OTH
MASON,Fox,0,ALL,President of the US,,OTH
MASON,Sonski,0,ALL,President of the US,,OTH
MASON,West,0,ALL,President of the US,,OTH
MATAGORDA,Trump,9951,ALL,President of the US,,REP
MATAGORDA,Harris,3224,ALL,President of the US,,DEM
MATAGORDA,Oliver,67,ALL,President of the US,,LIB
MATAGORDA,Stein,52,ALL,President of the US,,GRN
MATAGORDA,Ayyadurai,1,ALL,President of the US,,OTH
MATAGORDA,Cuellar,0,ALL,President of the US,,OTH
MATAGORDA,DeLaCruz,1,ALL,President of the US,,OTH
MATAGORDA,Fox,0,ALL,President of the US,,OTH
MATAGORDA,Sonski,2,ALL,President of the US,,OTH
MATAGORDA,West,0,ALL,President of the US,,OTH
MAVERICK,Trump,9282,ALL,President of the US,,REP
MAVERICK,Harris,6368,ALL,President of the US,,DEM
MAVERICK,Oliver,46,ALL,President of the US,,LIB
MAVERICK,Stein,39,ALL,President of the US,,GRN
MAVERICK,Ayyadurai,0,ALL,President of the US,,OTH
MAVERICK,Cuellar,0,ALL,President of the US,,OTH
MAVERICK,DeLaCruz,2,ALL,President of the US,,OTH
MAVERICK,Fox,0,ALL,President of the US,,OTH
MAVERICK,Sonski,0,ALL,President of the US,,OTH
MAVERICK,West,0,ALL,President of the US,,OTH
MEDINA,Trump,17450,ALL,President of the US,,REP
MEDINA,Harris,6939,ALL,President of the US,,DEM
MEDINA,Oliver,103,ALL,President of the US,,LIB
MEDINA,Stein,81,ALL,President of the US,,GRN
MEDINA,Ayyadurai,2,ALL,President of the US,,OTH
MEDINA,Cuellar,0,ALL,President of the US,,OTH
MEDINA,DeLaCruz,6,ALL,President of the US,,OTH
MEDINA,Fox,0,ALL,President of the US,,OTH
MEDINA,Sonski,9,ALL,President of the US,,OTH
MEDINA,West,2,ALL,President of the US,,OTH
MENARD,Trump,859,ALL,President of the US,,REP
MENARD,Harris,169,ALL,President of the US,,DEM
MENARD,Oliver,5,ALL,President of the US,,LIB
MENARD,Stein,3,ALL,President of the US,,GRN
MENARD,Ayyadurai,0,ALL,President of the US,,OTH
MENARD,Cuellar,0,ALL,President of the US,,OTH
MENARD,DeLaCruz,1,ALL,President of the US,,OTH
MENARD,Fox,0,ALL,President of the US,,OTH
MENARD,Sonski,0,ALL,President of the US,,OTH
MENARD,West,0,ALL,President of the US,,OTH
MIDLAND,Trump,46601,ALL,President of the US,,REP
MIDLAND,Harris,11251,ALL,President of the US,,DEM
MIDLAND,Oliver,363,ALL,President of the US,,LIB
MIDLAND,Stein,141,ALL,President of the US,,GRN
MIDLAND,Ayyadurai,0,ALL,President of the US,,OTH
MIDLAND,Cuellar,0,ALL,President of the US,,OTH
MIDLAND,DeLaCruz,0,ALL,President of the US,,OTH
MIDLAND,Fox,0,ALL,President of the US,,OTH
MIDLAND,Sonski,5,ALL,President of the US,,OTH
MIDLAND,West,3,ALL,President of the US,,OTH
MILAM,Trump,8627,ALL,President of the US,,REP
MILAM,Harris,2315,ALL,President of the US,,DEM
MILAM,Oliver,42,ALL,President of the US,,LIB
MILAM,Stein,29,ALL,President of the US,,GRN
MILAM,Ayyadurai,0,ALL,President of the US,,OTH
MILAM,Cuellar,0,ALL,President of the US,,OTH
MILAM,DeLaCruz,0,ALL,President of the US,,OTH
MILAM,Fox,0,ALL,President of the US,,OTH
MILAM,Sonski,5,ALL,President of the US,,OTH
MILAM,West,0,ALL,President of the US,,OTH
MILLS,Trump,2416,ALL,President of the US,,REP
MILLS,Harris,310,ALL,President of the US,,DEM
MILLS,Oliver,9,ALL,President of the US,,LIB
MILLS,Stein,4,ALL,President of the US,,GRN
MILLS,Ayyadurai,0,ALL,President of the US,,OTH
MILLS,Cuellar,0,ALL,President of the US,,OTH
MILLS,DeLaCruz,0,ALL,President of the US,,OTH
MILLS,Fox,0,ALL,President of the US,,OTH
MILLS,Sonski,1,ALL,President of the US,,OTH
MILLS,West,0,ALL,President of the US,,OTH
MITCHELL,Trump,2144,ALL,President of the US,,REP
MITCHELL,Harris,352,ALL,President of the US,,DEM
MITCHELL,Oliver,11,ALL,President of the US,,LIB
MITCHELL,Stein,6,ALL,President of the US,,GRN
MITCHELL,Ayyadurai,0,ALL,President of the US,,OTH
MITCHELL,Cuellar,0,ALL,President of the US,,OTH
MITCHELL,DeLaCruz,0,ALL,President of the US,,OTH
MITCHELL,Fox,0,ALL,President of the US,,OTH
MITCHELL,Sonski,0,ALL,President of the US,,OTH
MITCHELL,West,0,ALL,President of the US,,OTH
MONTAGUE,Trump,9742,ALL,President of the US,,REP
MONTAGUE,Harris,1199,ALL,President of the US,,DEM
MONTAGUE,Oliver,36,ALL,President of the US,,LIB
MONTAGUE,Stein,28,ALL,President of the US,,GRN
MONTAGUE,Ayyadurai,0,ALL,President of the US,,OTH
MONTAGUE,Cuellar,0,ALL,President of the US,,OTH
MONTAGUE,DeLaCruz,0,ALL,President of the US,,OTH
MONTAGUE,Fox,0,ALL,President of the US,,OTH
MONTAGUE,Sonski,4,ALL,President of the US,,OTH
MONTAGUE,West,0,ALL,President of the US,,OTH
MONTGOMERY,Trump,221706,ALL,President of the US,,REP
MONTGOMERY,Harris,82022,ALL,President of the US,,DEM
MONTGOMERY,Oliver,1665,ALL,President of the US,,LIB
MONTGOMERY,Stein,1212,ALL,President of the US,,GRN
MONTGOMERY,Ayyadurai,11,ALL,President of the US,,OTH
MONTGOMERY,Cuellar,1,ALL,President of the US,,OTH
MONTGOMERY,DeLaCruz,19,ALL,President of the US,,OTH
MONTGOMERY,Fox,1,ALL,President of the US,,OTH
MONTGOMERY,Sonski,81,ALL,President of the US,,OTH
MONTGOMERY,West,11,ALL,President of the US,,OTH
MOORE,Trump,4456,ALL,President of the US,,REP
MOORE,Harris,857,ALL,President of the US,,DEM
MOORE,Oliver,25,ALL,President of the US,,LIB
MOORE,Stein,16,ALL,President of the US,,GRN
MOORE,Ayyadurai,0,ALL,President of the US,,OTH
MOORE,Cuellar,0,ALL,President of the US,,OTH
MOORE,DeLaCruz,0,ALL,President of the US,,OTH
MOORE,Fox,0,ALL,President of the US,,OTH
MOORE,Sonski,2,ALL,President of the US,,OTH
MOORE,West,1,ALL,President of the US,,OTH
MORRIS,Trump,4056,ALL,President of the US,,REP
MORRIS,Harris,1305,ALL,President of the US,,DEM
MORRIS,Oliver,22,ALL,President of the US,,LIB
MORRIS,Stein,7,ALL,President of the US,,GRN
MORRIS,Ayyadurai,1,ALL,President of the US,,OTH
MORRIS,Cuellar,0,ALL,President of the US,,OTH
MORRIS,DeLaCruz,0,ALL,President of the US,,OTH
MORRIS,Fox,0,ALL,President of the US,,OTH
MORRIS,Sonski,0,ALL,President of the US,,OTH
MORRIS,West,0,ALL,President of the US,,OTH
MOTLEY,Trump,611,ALL,President of the US,,REP
MOTLEY,Harris,35,ALL,President of the US,,DEM
MOTLEY,Oliver,2,ALL,President of the US,,LIB
MOTLEY,Stein,1,ALL,President of the US,,GRN
MOTLEY,Ayyadurai,0,ALL,President of the US,,OTH
MOTLEY,Cuellar,0,ALL,President of the US,,OTH
MOTLEY,DeLaCruz,0,ALL,President of the US,,OTH
MOTLEY,Fox,0,ALL,President of the US,,OTH
MOTLEY,Sonski,0,ALL,President of the US,,OTH
MOTLEY,West,0,ALL,President of the US,,OTH
NACOGDOCHES,Trump,17565,ALL,President of the US,,REP
NACOGDOCHES,Harris,7680,ALL,President of the US,,DEM
NACOGDOCHES,Oliver,127,ALL,President of the US,,LIB
NACOGDOCHES,Stein,78,ALL,President of the US,,GRN
NACOGDOCHES,Ayyadurai,0,ALL,President of the US,,OTH
NACOGDOCHES,Cuellar,0,ALL,President of the US,,OTH
NACOGDOCHES,DeLaCruz,3,ALL,President of the US,,OTH
NACOGDOCHES,Fox,0,ALL,President of the US,,OTH
NACOGDOCHES,Sonski,10,ALL,President of the US,,OTH
NACOGDOCHES,West,3,ALL,President of the US,,OTH
NAVARRO,Trump,14952,ALL,President of the US,,REP
NAVARRO,Harris,4687,ALL,President of the US,,DEM
NAVARRO,Oliver,76,ALL,President of the US,,LIB
NAVARRO,Stein,62,ALL,President of the US,,GRN
NAVARRO,Ayyadurai,0,ALL,President of the US,,OTH
NAVARRO,Cuellar,0,ALL,President of the US,,OTH
NAVARRO,DeLaCruz,0,ALL,President of the US,,OTH
NAVARRO,Fox,0,ALL,President of the US,,OTH
NAVARRO,Sonski,1,ALL,President of the US,,OTH
NAVARRO,West,2,ALL,President of the US,,OTH
NEWTON,Trump,4781,ALL,President of the US,,REP
NEWTON,Harris,952,ALL,President of the US,,DEM
NEWTON,Oliver,7,ALL,President of the US,,LIB
NEWTON,Stein,9,ALL,President of the US,,GRN
NEWTON,Ayyadurai,0,ALL,President of the US,,OTH
NEWTON,Cuellar,0,ALL,President of the US,,OTH
NEWTON,DeLaCruz,0,ALL,President of the US,,OTH
NEWTON,Fox,0,ALL,President of the US,,OTH
NEWTON,Sonski,0,ALL,President of the US,,OTH
NEWTON,West,0,ALL,President of the US,,OTH
NOLAN,Trump,4047,ALL,President of the US,,REP
NOLAN,Harris,1018,ALL,President of the US,,DEM
NOLAN,Oliver,26,ALL,President of the US,,LIB
NOLAN,Stein,20,ALL,President of the US,,GRN
NOLAN,Ayyadurai,0,ALL,President of the US,,OTH
NOLAN,Cuellar,0,ALL,President of the US,,OTH
NOLAN,DeLaCruz,0,ALL,President of the US,,OTH
NOLAN,Fox,0,ALL,President of the US,,OTH
NOLAN,Sonski,1,ALL,President of the US,,OTH
NOLAN,West,0,ALL,President of the US,,OTH
NUECES,Trump,67015,ALL,President of the US,,REP
NUECES,Harris,53015,ALL,President of the US,,DEM
NUECES,Oliver,659,ALL,President of the US,,LIB
NUECES,Stein,499,ALL,President of the US,,GRN
NUECES,Ayyadurai,0,ALL,President of the US,,OTH
NUECES,Cuellar,0,ALL,President of the US,,OTH
NUECES,DeLaCruz,0,ALL,President of the US,,OTH
NUECES,Fox,0,ALL,President of the US,,OTH
NUECES,Sonski,0,ALL,President of the US,,OTH
NUECES,West,0,ALL,President of the US,,OTH
OCHILTREE,Trump,2720,ALL,President of the US,,REP
OCHILTREE,Harris,268,ALL,President of the US,,DEM
OCHILTREE,Oliver,12,ALL,President of the US,,LIB
OCHILTREE,Stein,4,ALL,President of the US,,GRN
OCHILTREE,Ayyadurai,0,ALL,President of the US,,OTH
OCHILTREE,Cuellar,0,ALL,President of the US,,OTH
OCHILTREE,DeLaCruz,0,ALL,President of the US,,OTH
OCHILTREE,Fox,0,ALL,President of the US,,OTH
OCHILTREE,Sonski,2,ALL,President of the US,,OTH
OCHILTREE,West,0,ALL,President of the US,,OTH
OLDHAM,Trump,894,ALL,President of the US,,REP
OLDHAM,Harris,74,ALL,President of the US,,DEM
OLDHAM,Oliver,4,ALL,President of the US,,LIB
OLDHAM,Stein,1,ALL,President of the US,,GRN
OLDHAM,Ayyadurai,0,ALL,President of the US,,OTH
OLDHAM,Cuellar,0,ALL,President of the US,,OTH
OLDHAM,DeLaCruz,0,ALL,President of the US,,OTH
OLDHAM,Fox,0,ALL,President of the US,,OTH
OLDHAM,Sonski,0,ALL,President of the US,,OTH
OLDHAM,West,0,ALL,President of the US,,OTH
ORANGE,Trump,30183,ALL,President of the US,,REP
ORANGE,Harris,5937,ALL,President of the US,,DEM
ORANGE,Oliver,128,ALL,President of the US,,LIB
ORANGE,Stein,64,ALL,President of the US,,GRN
ORANGE,Ayyadurai,1,ALL,President of the US,,OTH
ORANGE,Cuellar,0,ALL,President of the US,,OTH
ORANGE,DeLaCruz,3,ALL,President of the US,,OTH
ORANGE,Fox,0,ALL,President of the US,,OTH
ORANGE,Sonski,5,ALL,President of the US,,OTH
ORANGE,West,1,ALL,President of the US,,OTH
PALO PINTO,Trump,11033,ALL,President of the US,,REP
PALO PINTO,Harris,2133,ALL,President of the US,,DEM
PALO PINTO,Oliver,54,ALL,President of the US,,LIB
PALO PINTO,Stein,43,ALL,President of the US,,GRN
PALO PINTO,Ayyadurai,0,ALL,President of the US,,OTH
PALO PINTO,Cuellar,0,ALL,President of the US,,OTH
PALO PINTO,DeLaCruz,0,ALL,President of the US,,OTH
PALO PINTO,Fox,0,ALL,President of the US,,OTH
PALO PINTO,Sonski,3,ALL,President of the US,,OTH
PALO PINTO,West,0,ALL,President of the US,,OTH
PANOLA,Trump,9497,ALL,President of the US,,REP
PANOLA,Harris,1902,ALL,President of the US,,DEM
PANOLA,Oliver,23,ALL,President of the US,,LIB
PANOLA,Stein,9,ALL,President of the US,,GRN
PANOLA,Ayyadurai,0,ALL,President of the US,,OTH
PANOLA,Cuellar,0,ALL,President of the US,,OTH
PANOLA,DeLaCruz,0,ALL,President of the US,,OTH
PANOLA,Fox,0,ALL,President of the US,,OTH
PANOLA,Sonski,2,ALL,President of the US,,OTH
PANOLA,West,0,ALL,President of the US,,OTH
PARKER,Trump,75091,ALL,President of the US,,REP
PARKER,Harris,14840,ALL,President of the US,,DEM
PARKER,Oliver,533,ALL,President of the US,,LIB
PARKER,Stein,228,ALL,President of the US,,GRN
PARKER,Ayyadurai,3,ALL,President of the US,,OTH
PARKER,Cuellar,0,ALL,President of the US,,OTH
PARKER,DeLaCruz,3,ALL,President of the US,,OTH
PARKER,Fox,0,ALL,President of the US,,OTH
PARKER,Sonski,20,ALL,President of the US,,OTH
PARKER,West,11,ALL,President of the US,,OTH
PARMER,Trump,2123,ALL,President of the US,,REP
PARMER,Harris,368,ALL,President of the US,,DEM
PARMER,Oliver,9,ALL,President of the US,,LIB
PARMER,Stein,4,ALL,President of the US,,GRN
PARMER,Ayyadurai,0,ALL,President of the US,,OTH
PARMER,Cuellar,0,ALL,President of the US,,OTH
PARMER,DeLaCruz,0,ALL,President of the US,,OTH
PARMER,Fox,0,ALL,President of the US,,OTH
PARMER,Sonski,0,ALL,President of the US,,OTH
PARMER,West,0,ALL,President of the US,,OTH
PECOS,Trump,3041,ALL,President of the US,,REP
PECOS,Harris,1142,ALL,President of the US,,DEM
PECOS,Oliver,24,ALL,President of the US,,LIB
PECOS,Stein,23,ALL,President of the US,,GRN
PECOS,Ayyadurai,12,ALL,President of the US,,OTH
PECOS,Cuellar,0,ALL,President of the US,,OTH
PECOS,DeLaCruz,0,ALL,President of the US,,OTH
PECOS,Fox,0,ALL,President of the US,,OTH
PECOS,Sonski,0,ALL,President of the US,,OTH
PECOS,West,0,ALL,President of the US,,OTH
POLK,Trump,19147,ALL,President of the US,,REP
POLK,Harris,4868,ALL,President of the US,,DEM
POLK,Oliver,100,ALL,President of the US,,LIB
POLK,Stein,59,ALL,President of the US,,GRN
POLK,Ayyadurai,0,ALL,President of the US,,OTH
POLK,Cuellar,0,ALL,President of the US,,OTH
POLK,DeLaCruz,1,ALL,President of the US,,OTH
POLK,Fox,0,ALL,President of the US,,OTH
POLK,Sonski,4,ALL,President of the US,,OTH
POLK,West,1,ALL,President of the US,,OTH
POTTER,Trump,22966,ALL,President of the US,,REP
POTTER,Harris,8730,ALL,President of the US,,DEM
POTTER,Oliver,209,ALL,President of the US,,LIB
POTTER,Stein,126,ALL,President of the US,,GRN
POTTER,Ayyadurai,2,ALL,President of the US,,OTH
POTTER,Cuellar,0,ALL,President of the US,,OTH
POTTER,DeLaCruz,9,ALL,President of the US,,OTH
POTTER,Fox,0,ALL,President of the US,,OTH
POTTER,Sonski,11,ALL,President of the US,,OTH
POTTER,West,7,ALL,President of the US,,OTH
PRESIDIO,Trump,686,ALL,President of the US,,REP
PRESIDIO,Harris,1288,ALL,President of the US,,DEM
PRESIDIO,Oliver,9,ALL,President of the US,,LIB
PRESIDIO,Stein,9,ALL,President of the US,,GRN
PRESIDIO,Ayyadurai,0,ALL,President of the US,,OTH
PRESIDIO,Cuellar,0,ALL,President of the US,,OTH
PRESIDIO,DeLaCruz,0,ALL,President of the US,,OTH
PRESIDIO,Fox,0,ALL,President of the US,,OTH
PRESIDIO,Sonski,0,ALL,President of the US,,OTH
PRESIDIO,West,0,ALL,President of the US,,OTH
RAINS,Trump,5638,ALL,President of the US,,REP
RAINS,Harris,868,ALL,President of the US,,DEM
RAINS,Oliver,23,ALL,President of the US,,LIB
RAINS,Stein,13,ALL,President of the US,,GRN
RAINS,Ayyadurai,0,ALL,President of the US,,OTH
RAINS,Cuellar,0,ALL,President of the US,,OTH
RAINS,DeLaCruz,1,ALL,President of the US,,OTH
RAINS,Fox,0,ALL,President of the US,,OTH
RAINS,Sonski,1,ALL,President of the US,,OTH
RAINS,West,0,ALL,President of the US,,OTH
RANDALL,Trump,53262,ALL,President of the US,,REP
RANDALL,Harris,12915,ALL,President of the US,,DEM
RANDALL,Oliver,402,ALL,President of the US,,LIB
RANDALL,Stein,202,ALL,President of the US,,GRN
RANDALL,Ayyadurai,0,ALL,President of the US,,OTH
RANDALL,Cuellar,0,ALL,President of the US,,OTH
RANDALL,DeLaCruz,9,ALL,President of the US,,OTH
RANDALL,Fox,0,ALL,President of the US,,OTH
RANDALL,Sonski,31,ALL,President of the US,,OTH
RANDALL,West,7,ALL,President of the US,,OTH
REAGAN,Trump,800,ALL,President of the US,,REP
REAGAN,Harris,140,ALL,President of the US,,DEM
REAGAN,Oliver,2,ALL,President of the US,,LIB
REAGAN,Stein,6,ALL,President of the US,,GRN
REAGAN,Ayyadurai,0,ALL,President of the US,,OTH
REAGAN,Cuellar,0,ALL,President of the US,,OTH
REAGAN,DeLaCruz,0,ALL,President of the US,,OTH
REAGAN,Fox,0,ALL,President of the US,,OTH
REAGAN,Sonski,0,ALL,President of the US,,OTH
REAGAN,West,0,ALL,President of the US,,OTH
REAL,Trump,1625,ALL,President of the US,,REP
REAL,Harris,315,ALL,President of the US,,DEM
REAL,Oliver,12,ALL,President of the US,,LIB
REAL,Stein,6,ALL,President of the US,,GRN
REAL,Ayyadurai,0,ALL,President of the US,,OTH
REAL,Cuellar,0,ALL,President of the US,,OTH
REAL,DeLaCruz,0,ALL,President of the US,,OTH
REAL,Fox,0,ALL,President of the US,,OTH
REAL,Sonski,0,ALL,President of the US,,OTH
REAL,West,0,ALL,President of the US,,OTH
RED RIVER,Trump,4681,ALL,President of the US,,REP
RED RIVER,Harris,1103,ALL,President of the US,,DEM
RED RIVER,Oliver,7,ALL,President of the US,,LIB
RED RIVER,Stein,4,ALL,President of the US,,GRN
RED RIVER,Ayyadurai,0,ALL,President of the US,,OTH
RED RIVER,Cuellar,0,ALL,President of the US,,OTH
RED RIVER,DeLaCruz,0,ALL,President of the US,,OTH
RED RIVER,Fox,0,ALL,President of the US,,OTH
RED RIVER,Sonski,0,ALL,President of the US,,OTH
RED RIVER,West,0,ALL,President of the US,,OTH
REEVES,Trump,2331,ALL,President of the US,,REP
REEVES,Harris,1066,ALL,President of the US,,DEM
REEVES,Oliver,22,ALL,President of the US,,LIB
REEVES,Stein,7,ALL,President of the US,,GRN
REEVES,Ayyadurai,0,ALL,President of the US,,OTH
REEVES,Cuellar,0,ALL,President of the US,,OTH
REEVES,DeLaCruz,0,ALL,President of the US,,OTH
REEVES,Fox,0,ALL,President of the US,,OTH
REEVES,Sonski,0,ALL,President of the US,,OTH
REEVES,West,0,ALL,President of the US,,OTH
REFUGIO,Trump,2131,ALL,President of the US,,REP
REFUGIO,Harris,917,ALL,President of the US,,DEM
REFUGIO,Oliver,12,ALL,President of the US,,LIB
REFUGIO,Stein,7,ALL,President of the US,,GRN
REFUGIO,Ayyadurai,0,ALL,President of the US,,OTH
REFUGIO,Cuellar,0,ALL,President of the US,,OTH
REFUGIO,DeLaCruz,0,ALL,President of the US,,OTH
REFUGIO,Fox,0,ALL,President of the US,,OTH
REFUGIO,Sonski,0,ALL,President of the US,,OTH
REFUGIO,West,3,ALL,President of the US,,OTH
ROBERTS,Trump,547,ALL,President of the US,,REP
ROBERTS,Harris,20,ALL,President of the US,,DEM
ROBERTS,Oliver,3,ALL,President of the US,,LIB
ROBERTS,Stein,0,ALL,President of the US,,GRN
ROBERTS,Ayyadurai,0,ALL,President of the US,,OTH
ROBERTS,Cuellar,0,ALL,President of the US,,OTH
ROBERTS,DeLaCruz,0,ALL,President of the US,,OTH
ROBERTS,Fox,0,ALL,President of the US,,OTH
ROBERTS,Sonski,0,ALL,President of the US,,OTH
ROBERTS,West,2,ALL,President of the US,,OTH
ROBERTSON,Trump,6157,ALL,President of the US,,REP
ROBERTSON,Harris,1916,ALL,President of the US,,DEM
ROBERTSON,Oliver,38,ALL,President of the US,,LIB
ROBERTSON,Stein,13,ALL,President of the US,,GRN
ROBERTSON,Ayyadurai,0,ALL,President of the US,,OTH
ROBERTSON,Cuellar,1,ALL,President of the US,,OTH
ROBERTSON,DeLaCruz,1,ALL,President of the US,,OTH
ROBERTSON,Fox,0,ALL,President of the US,,OTH
ROBERTSON,Sonski,1,ALL,President of the US,,OTH
ROBERTSON,West,1,ALL,President of the US,,OTH
ROCKWALL,Trump,43480,ALL,President of the US,,REP
ROCKWALL,Harris,18054,ALL,President of the US,,DEM
ROCKWALL,Oliver,374,ALL,President of the US,,LIB
ROCKWALL,Stein,242,ALL,President of the US,,GRN
ROCKWALL,Ayyadurai,0,ALL,President of the US,,OTH
ROCKWALL,Cuellar,0,ALL,President of the US,,OTH
ROCKWALL,DeLaCruz,5,ALL,President of the US,,OTH
ROCKWALL,Fox,0,ALL,President of the US,,OTH
ROCKWALL,Sonski,12,ALL,President of the US,,OTH
ROCKWALL,West,1,ALL,President of the US,,OTH
RUNNELS,Trump,3580,ALL,President of the US,,REP
RUNNELS,Harris,452,ALL,President of the US,,DEM
RUNNELS,Oliver,15,ALL,President of the US,,LIB
RUNNELS,Stein,9,ALL,President of the US,,GRN
RUNNELS,Ayyadurai,0,ALL,President of the US,,OTH
RUNNELS,Cuellar,0,ALL,President of the US,,OTH
RUNNELS,DeLaCruz,0,ALL,President of the US,,OTH
RUNNELS,Fox,0,ALL,President of the US,,OTH
RUNNELS,Sonski,0,ALL,President of the US,,OTH
RUNNELS,West,0,ALL,President of the US,,OTH
RUSK,Trump,17212,ALL,President of the US,,REP
RUSK,Harris,4327,ALL,President of the US,,DEM
RUSK,Oliver,81,ALL,President of the US,,LIB
RUSK,Stein,50,ALL,President of the US,,GRN
RUSK,Ayyadurai,0,ALL,President of the US,,OTH
RUSK,Cuellar,0,ALL,President of the US,,OTH
RUSK,DeLaCruz,0,ALL,President of the US,,OTH
RUSK,Fox,0,ALL,President of the US,,OTH
RUSK,Sonski,4,ALL,President of the US,,OTH
RUSK,West,0,ALL,President of the US,,OTH
SABINE,Trump,4969,ALL,President of the US,,REP
SABINE,Harris,587,ALL,President of the US,,DEM
SABINE,Oliver,11,ALL,President of the US,,LIB
SABINE,Stein,7,ALL,President of the US,,GRN
SABINE,Ayyadurai,0,ALL,President of the US,,OTH
SABINE,Cuellar,0,ALL,President of the US,,OTH
SABINE,DeLaCruz,0,ALL,President of the US,,OTH
SABINE,Fox,0,ALL,President of the US,,OTH
SABINE,Sonski,0,ALL,President of the US,,OTH
SABINE,West,0,ALL,President of the US,,OTH
SAN AUGUSTINE,Trump,2913,ALL,President of the US,,REP
SAN AUGUSTINE,Harris,809,ALL,President of the US,,DEM
SAN AUGUSTINE,Oliver,17,ALL,President of the US,,LIB
SAN AUGUSTINE,Stein,4,ALL,President of the US,,GRN
SAN AUGUSTINE,Ayyadurai,0,ALL,President of the US,,OTH
SAN AUGUSTINE,Cuellar,0,ALL,President of the US,,OTH
SAN AUGUSTINE,DeLaCruz,0,ALL,President of the US,,OTH
SAN AUGUSTINE,Fox,0,ALL,President of the US,,OTH
SAN AUGUSTINE,Sonski,0,ALL,President of the US,,OTH
SAN AUGUSTINE,West,0,ALL,President of the US,,OTH
SAN JACINTO,Trump,10478,ALL,President of the US,,REP
SAN JACINTO,Harris,2161,ALL,President of the US,,DEM
SAN JACINTO,Oliver,47,ALL,President of the US,,LIB
SAN JACINTO,Stein,40,ALL,President of the US,,GRN
SAN JACINTO,Ayyadurai,0,ALL,President of the US,,OTH
SAN JACINTO,Cuellar,0,ALL,President of the US,,OTH
SAN JACINTO,DeLaCruz,0,ALL,President of the US,,OTH
